"ID","Approved","Name","Postcode","Lat/Long","Web","Facebook","Twitter","Primary Activity","Community Group","Non Profit","Social Enterprise","Charity","Company","Workers Coop","Housing Coop","Consumer Coop","Producer Coop","Stakeholder Coop","Community Interest Company","Community Benefit Society","Arts","Campaigning","Community","Education","Energy","Food","Goods Services","Health","Housing","Money","Nature","Reuse","Address","Address_b","Address_c","Address_a1","Locality","Email","Phone","Contact Person","Description from website"
"47","Yes","Greggs Foundation","NE128BU","","https://www.greggsfoundation.org.uk/","https://www.facebook.com/greggsofficial","https://twitter.com/GreggsCharity","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The Greggs Foundation is a grant making charity which improves the quality of life in local communities, distributing around £3 million per year to charitable organisations throughout England, Scotland and Wales. The Foundation brings together all of Greggs’ charitable giving which has an extremely rich and long history. The Foundation supports people in need in the heart of our local communities. We prioritise organisations that support voluntary carers, people with disabilities, homeless people and older people. We aim to make a difference through the provision of our five main grant programmes, north east core funding grant, local community projects fund grant, environmental grant, hardship fund grant and breakfast clubs which all share the common goal of improving the quality of life of people in local communities."
"201","Yes","Grey St Gathering","","","https://www.getintonewcastle.co.uk/venues/grey-street-gathering","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"149","No","Groundwork North East","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"20","Yes","Groundwork South Tyneside and Newcastle","NE31 1SR","","https://www.groundwork.org.uk/our-projects/page/3/?groundwork_theme_filter&groundwork_area_filter=71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Groundwork South Tyneside & Newcastle helps people and organisations make changes in order to create better neighbourhoods, to build skills and job prospects and to live and work in a greener way. We know that the important issues are all connected – so our work can’t easily be placed in boxes marked 'environmental issues’, 'regeneration', 'employment' or 'health'. We create projects and services that benefit both people and the wider environment."
"97","Yes","Handcrafted","DH7 8HG","","http://handcrafted.org.uk","https://www.facebook.com/HandcraftedProject/","","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Handcrafted is born out of a desire to see people who are disadvantaged due to crime, alcohol or substance abuse, unemployment, ill health or old age making a positive step and becoming active members of the community again. We provide tailored training opportunities to enable every individual to acheive their goals. We help disadvantaged people find their ideal job or start their own enterprises. We provide housing across the Region and support our residents to make their living space a home  they can be proud of. We bring people excluded from society into a creative community. We also serve people in need in the Northeast by providing affordable goods, repairs and services. This is a Christian project operating out of values of love, restoration and community. We have a committed team of staff and volunteers working to provide a supportive, welcoming environment to encourage people to gain skills, training and experience through our enterprising projects and work placements. Our shoulder to shoulder approach builds a strong team where all members work together resulting in innovative solutions to problems encountered on an individual and group level."
"19","Yes","Hebburn Helps","NE31 1QY","","http://hebburnhelps.co.uk/","https://www.facebook.com/hebburnhelps","https://twitter.com/hebburnhelps","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A Voluntary Community Organisation that was set up to help local families who are finding it hard and are struggling to make ends meet. We provide food parcels, adults clothing, kids clothing, baby equipment, toys, household items and more."
"48","Yes","Holy Biscuit","NE2 1YH","","http://www.theholybiscuit.org/","https://www.facebook.com/ShieldfieldArtWorks","https://twitter.com/SAWnewcastle","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Housed in a specially refurbished Methodist Church, Holy Biscuit is an arts organisation based in Shieldfield, Newcastle, operating on the intersection of contemporary art, theology and community activity. HB builds on the rich heritage of Methodism in the North East, by committing to social activism, creativity and theological reflection. Through our diverse programme we examine and wrestle with faith along with other social, political and cultural strands and themes and seek to live out our values by creating a hub of transformational creativity and a place of welcome, contemplation and discussion.  We seek to nurture an active and credible Christian presence within the arts by curating and supporting an engaging, high quality and challenging programme of exhibitions, workshops, meals, events, screenings, faith activities and discussions. HB works with people of all faiths and none – artists, schools, universities, charities, churches, community groups, artistic collectives and other partners – to deliver our vision through a variety of creative projects. We welcome collaborations with like-minded organisations or individuals."
"49","Yes","Homelessness drop-in (Changing Lives)","NE1 2AF","","https://www.changing-lives.org.uk/services/housing-homelessness/","https://www.facebook.com/ChangingLivesCharity","https://twitter.com/ChangingLives__","Housing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Changing Lives is a national, registered charity which provides specialist support for thousands of vulnerable people and their families."
"105","No","Homelessness Services NCL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"181","Yes","Honest Graft CIC","NE12 9PG","","http://www.honestgraft.org/","https://www.facebook.com/groups/616617328482849","","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Honest Graft is a small, privately funded community interest company, established and run by enthusiasts in Newcastle upon Tyne who work with a wide range of local groups, community orchards and individuals, teaching people the age old technique of clonal reproduction known as grafting, and in so doing introduce to them the many thousands of varieties of top-fruit; apples, pears, plums, gages, quince etc which grow in the UK. We access these varieties through the National Fruit Collection based in Brogdale, Kent.  This collection of varieties has been established and passed down through generations, and in some cases over centuries, but it is not just a curiosity.  It is a legacy of inestimable value bequeathed to us, and it is incumbent upon us to nurture this inheritance and ensure it is available for the benefit of our children and grandchildren and the countless generations beyond them.We intend to continue to run our grafting courses for local groups, whilst enabling previously skilled groups and individuals to build on their new passion by making grafting material available to them.  We are also excited to be commencing pilot projects with local schools with the aim of rolling out a larger project. But our ultimate aim is to establish a living library, a fruit collection for the region, from which we can better support the many individuals and projects who are growing fruit to develop their own collections.  By growing an extensive range we can actively evaluate the viability of these varieties and, more importantly, allow people to try these fruits, further stimulating interest and so appreciating the potential of this tremendous legacy."
"188","Yes","Hop Garden","NE39 2AW","","https://www.farmgarden.org.uk/org/public-profile/44921","https://www.facebook.com/TheHopGardenHighSpen/","","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We're a growing project in Gateshead set up to promote organic principles and to share knowledge about fruit and vegetable production"
"50","Yes","Junction 42","NE1 7BJ","","https://www.junction42.org/","https://www.facebook.com/junction42/","https://twitter.com/junction_42","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Junction 42 exists to see the lives of offenders and their communities visibly transformed. We create community, encourage independence and empower transformation in the lives of offenders and ex offenders, as well as in the lives of their family and friends. Junction 42 is a charity with a difference, making a difference. Our aim is simple; to offer support and hope to those who need it most. Junction 42 works with individuals in prison, through the gate and in the community across the North East of England and in the central belt of Scotland. We know that having a history of offending often creates additional barriers to social inclusion, employment and independence. Junction 42 exists to help people overcome these barriers, through employability and enterprise, creative engagement and faith."
"51","Yes","Kittwake Trust","NE1 7RN","","http://www.kittiwaketrust.org.uk","https://www.facebook.com/The-Kittiwake-Trust-102838126474311","https://twitter.com/borderlinebooks","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The aims of the Kittiwake Trust are to enhance education in the broadest sense of the word – in this way we can develop new projects as the need arises, without needing to set up a new charity. We currently run all our projects in empty commercial properties which keeps costs manageable, but of course it means that we could need to move at any time.... so we live in a similar situation of uncertainty as many of the people we work to support."
"171","No","Knit and Knatter Group","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169","No","Knit, Craft & Natter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"179","Yes","Land of Oak and Iron","DH9 7XN","","http://landofoakandiron.org.uk/","https://www.facebook.com/LandofOakandIron/","https://twitter.com/LandofOakIron","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Land of Oak & Iron offers something for everyone. It’s bursting with acres of beautiful natural woodland, rich in wildlife, and has lots of industrial and cultural heritage to celebrate. It’s right on your doorstep, here in north east England, less than 30 minutes away from Sunderland, Durham and Newcastle, and is easily accessible by public transport, car and bike too. With 500 years of authentic heritage, history, heroes and habitats, there is a wealth of activities and exciting projects to explore. Rekindling local passion to enable this area’s unique combination of natural, industrial and cultural heritage to be uncovered and rediscovered, the Land of Oak & Iron is about celebrating the past while looking forward to a sustainable future."
"52","No","Lazy Stoat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"191","Yes","Leadgate Task Force","","","www.leadgatetaskforce.co.uk","https://www.facebook.com/Leadgate-Taskforce-Page-372192976471922/","","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A group of Public Spirited Villagers who actively look at the village environment and, where possible and within their range of skills and abilities, look to fix what they can."
"129","Yes","Learning Skills","NE9 5UR","","https://mylearningskills.co.uk/?fbclid=IwAR2isgkVoxQ0NsuT4WgltamMP8gD7SHr-yFQPjpjpWRFMNCHlk47s6kXI6Q","https://www.facebook.com/gatesheadcouncillearningskills","","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Thousands of adults in Gateshead participate in learning programmes provided by the Council and our partners. Including - Art and Design - painting and drawing, pottery and ceramics, jewellery making and silversmithing, dressmaking and textiles plus many more."
"176","Yes","LGBT+ History Project NE","","","https://www.lgbthistoryproject.co.uk/","https://www.facebook.com/LGBTHistoryProjectNE/","https://twitter.com/lgbthistoryne?lang=en","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","“To promote and increase the visibility of LGBTQI+ history via events, resources and activities for educational institutions, professionals and the wider community.”"
"199","No","LGBT+ History Project NE","","","https://www.lgbthistoryproject.co.uk/","","","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"53","Yes","Liberdade","NE3 3HD","","http://www.liberdade.co.uk/","https://www.facebook.com/LiberdadeCDT/","https://twitter.com/LiberdadeCDT","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Liberdade is a Community Development Trust that works with people with learning disabilities and autism in the North East of England, we run a number of arts and social enterprises that enable you or those you care for to get involved with our organisation. Since 2003 we have worked with hundreds of different organisations delivering training, social enterprise support, creating films and workshops and have taken part in regional and national events representing the learning disabled community."
"186","No","Living Woods NE ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"54","Yes","Living Woods North East CIC","NE17 7JY","","http://livingwoodsnortheast.org.uk/","https://www.facebook.com/LivingWoodsNorthEast","https://twitter.com/LivingWoodsNE","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Living Woods North East is a community interest company dedicated to the restoration, conservation and sustainable management of woodlands in the north east of England."
"108","Yes","Local Food Network","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55","Yes","Local Women Local Enterprise (The Millin Charity)","NE4 9PQ","","http://www.themillincharity.co.uk/local-women-local-enterprise/","https://www.facebook.com/MillinCharity","https://twitter.com/MillinCharity","Education","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Local Women Local Enterprise was launched by The Millin Charity in 2014, following a successful 2 year pilot and consultation with hundreds of local women. The project responds to the increasing need for support which is specifically geared to the economic empowerment of women, to contribute to the development of stronger, more resilient communities. Local Women Local Enterprise has developed a reputation as a uniquely accessible learning and development programme that helps women who face barriers to mainstream employment to begin their journey towards financial independence."
"56","Yes","Love Your Lanes","NE4 9PQ","","http://www.themillincharity.co.uk/love-lanes-making-difference-west-end/","https://www.facebook.com/MillinCharity","https://twitter.com/MillinCharity","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The project has involved The Millin Charity consulting with local people getting their ideas about how to improve the terraces area, then encouraging residents to get involved in making their ideas happen. People have really rolled their sleeves up and got in touch with their creative sides to make this a fantastic local project. Activities have included: Learning woodworking skills to transform old pallets into outside seats and benches; Making planters and learning about gardening, using recycled containers; Litter picking to clear rubbish from around the terraces; Painting gates and garage doors in back lanes to brighten up the area. This has been a great local initiative with lots of community involvement, providing plenty of opportunities for local residents and their families to work on a collective project while they make improvements to the place they live."
"57","Yes","Magic Hat Cafe","NE6 2DX","","https://www.themagichatcafe.co.uk/","https://www.facebook.com/themagichatcafe","https://twitter.com/TheMagicHatCafe","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We’re in Byker every Friday 5.30-8pm running an anti-food waste pop-up cafe. All dishes are made from 100% surplus ingredients and served pay-as-you-feel! We run a full table service each week, plus take-away for those who want to come and collect some food rather than sitting in. Everyone is welcome to our cafe, in fact the more the merrier! We’re currently trialling how sustainable a regular cafe is in preparation for getting our own place so please come see us and show your support! Just like all of our events our regular cafe is pay-as-you-feel – pay what you want for the food, how you want! We accept donations of time, money and skills, or simply tell us what you thought! We’ve got the most eco-friendly dinner in town so come eat with us to help fight food waste! Good food and good vibes at Byker Community Centre, every Friday 5.30-8pm. Vegan and gluten-free catered for. Family friendly."
"11","Yes","Mindful Therapies Centre","NE16UF","","https://www.mindfultherapies.org.uk/","https://www.facebook.com/MindfulnessBasedTherapies","https://twitter.com/MindfulnessNCL","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mindfulness is the art of focus, awareness and attention. We provide drop-in meditation classes, mindfulness training, counselling and coaching. We are a not-for-profit, which means that all income goes back into the community."
"59","Yes","Minimalists Newcastle","","","http://www.minimalist.org/","https://www.facebook.com/groups/1416047552017294/","","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A group of like-minded people looking to live and talk about a more minimalist lifestyle, living intentionally and feeling better for it."
"60","Yes","My Sister's Place","TS1 3AN","","https://www.mysistersplace.org.uk/","https://www.facebook.com/mspmbr","https://twitter.com/MSPmbr","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","My Sisters Place is a specialist domestic abuse service based in central Middlesbrough. We support over a thousand women a year through a range of challenges, choices and decisions."
"61","Yes","National Glass Centre","SR6 0GL","","http://www.nationalglasscentre.com/","https://www.facebook.com/nationalglasscentresunderland","https://twitter.com/NGC_GlassCentre","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Discover how glass arrived in Britain, how it’s made and why Sunderland has such a rich glass making heritage here at National Glass Centre."
"62","No","Needle Exchange","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136","No","NERAF (Northern Engagement into Recovery from Addiction Foundation)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"109","No","Newcastle City Council allotments","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"123","No","Newcastle City of Sanctuary","","","https://newcastle.cityofsanctuary.org","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Newcastle upon Tyne is proud to be a welcoming city where people have historically sought sanctuary for many years. In more recent times, Newcastle was selected as a dispersal area for asylum seekers. Agencies within the city responded through developing projects, networks, and awareness raising initiatives. We are thrilled that, through the work of these projects, many people with leave to remain choose to stay in the city. City of Sanctuary UK holds the vision that our nations will be welcoming places of safety for all and proud to offer sanctuary to people fleeing violence and persecution. In order to realise this vision, City of Sanctuary UK supports a network of groups, which includes villages, towns, cities and regions across the UK, and others engaged in Streams of Sanctuary, Sanctuary Awards and activities intended to welcome people seeking sanctuary."
"34","Yes","Newcastle Council for Voluntary Services","NE1 8AF","","https://www.cvsnewcastle.org.uk/","https://www.facebook.com/ConnectedVoiceCharity","https://twitter.com/ConnectedVoice_","Campaigning, Activism & Advocacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Newcastle CVS provides a trusted, independent voice to individuals who struggle to be heard and support to voluntary, community and social enterprise organisations in Newcastle and Gateshead to be more resilient and sustainable."
"66","Yes","Newcastle Frontrunners","NE3 3HD","","https://newcastlefrontrunners.co.uk/?fbclid=IwAR3aYyJp4uTpu79ydu782XvArPHC4eBjdVgVPcAc9IEojvQdBlWL6qYoIag","https://www.facebook.com/newcastlefrontrunners","https://twitter.com/RunnersNFR","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Newcastle Frontrunners is a charity whose aims are: To promote equality and diversity by the elimination of discrimination in relation to LGBT people for the benefit of the public; The promotion of community participation in healthy recreation by providing facilities for athletes. Newcastle Frontrunners is a running club catering to the north-east of England, and based in Newcastle upon Tyne.  We are part of the International Frontrunners network, a family of running clubs which are inclusive and welcome all sections of the community, with an emphasis on the Lesbian, Gay, Bisexual and Transgender (LGBT) communities.  We provide training and activities whether you want to just lose a few pounds, improve your general health, or run the London Marathon. We also have a very active social calendar, and we eat a lot of cake."
"64","Yes","Newcastle Volunteer Centre","NE1 6QE","","https://volunteercentrenewcastle.org.uk/","https://www.facebook.com/volunteercentrenewcastle","https://twitter.com/VCNewcastle","Campaigning, Activism & Advocacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We are commissioned by Newcastle City Council to promote, support and celebrate volunteering across the City. We do this by supporting people in identifying volunteer roles that match their skills and experience.  We provide infrastructure support to any group that needs help to recruit volunteers, we share experience and good practice and we are always on hand when a volunteering need may arise.  We enable communities and people to connect to allow the power of volunteers to impact the community in the most effective way possible. Our service is FREE to all."
"120","Yes","Newcastle Womens Aid","NE1 8XS","","http://www.newcastlewomensaid.org.uk/","https://www.facebook.com/NewcastleWomensAid/","https://www.facebook.com/NewcastleWomensAid/","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Since 1975, Newcastle Women's Aid have provided a range of specialist domestic abuse services which included: Refuge accommodation, Outreach support, Children and Young People’s support."
"24","Yes","Newcastle Wood Recycling Yard","NE6 2PA","","http://welovewood.org/","https://www.facebook.com/NewcastleWoodRecycling/","","Reduce, Reuse, Repair & Recycle","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Newcastle Wood Recycling is a not-for-profit organisation set up to: Collect waste timber; Re-use waste timber; Create sustainable jobs and voluntary opportunities for local people; Provide affordable reclaimed timber, furniture & garden products to the community. Our aims are to divert as much wood as possible from the waste stream in the North East and in doing so, to create jobs, training and volunteering opportunities to people in the local community."
"65","Yes","North East Animal Save","","","https://www.facebook.com/northeastanimalsave/","","","Campaigning, Activism & Advocacy","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Mission: To bare witness to the animals sent to slaughter, to show compassion and kindness in their last moments. To raise public awarness. North East Animal Save is one of many save groups operating in cities across England, Scotland and Wales."
"106","Yes","North East Organic Growers Ltd","NE22 7AD","","https://www.neog.org.uk/","https://www.facebook.com/northeastorganicgrowers","","Food","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We're a worker's co-operative based in the village of Bomarsund, near Bedlington, twelve miles north of Newcastle upon Tyne. Existing since 1995, we grow organic vegetables on our twelve acre site, and run a ""box scheme"", which is a cost-effective way of buying organically-certified seasonal vegetables and fruit on a regular basis. Our box scheme supplies customers throughout the North-East of England."
"115","Yes","North East Refugee Society","NE1 4XA","","http://www.refugee.org.uk","","","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The North of England Refugee Service (NERS) believes that refugees in general receive an unfairly negative press and also that the whole issue of asylum seekers in the UK has been confused by the media and politicians irresponsible use of terms like ‘bogus’ and ‘economic migrants’, which have served to blur the definitions between genuine asylum seekers and illegal immigrants."
"150","No","North of England Rosecarpe Horticultural Society","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"67","Yes","Open Clasp Theatre Company","NE4 6SQ","","https://www.openclasp.org.uk/","https://www.facebook.com/openclasp","https://twitter.com/OpenClasp","Arts, Media, Culture & Leisure","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We are an award winning women’s theatre company and a leading force in the North of England with a national and international reach. We collaborate with women and young women on the margins of society to create bold and innovative theatre for personal, social and political change. We are unique in the way we work Our women-centred practice collaborates with women to draw out their collective voices and shine a light on their experiences. We create powerful professional theatre and perform to wide-ranging audiences. We encourage our audiences to walk in the shoes of the women and make space for debate."
"68","Yes","Our Gateshead","","","https://www.ourgateshead.org/","","https://twitter.com/intent/follow?original_referer=https%3A%2F%2Fwww.ourgateshead.org%2F&ref_src=twsrc%5Etfw&screen_name=OurGateshead&tw_p=followbutton","Community & Collective Spaces","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","With news, events and regular activities posted by over 1000 groups and organisations working in Gateshead."
"4","Yes","Ouseburn Farm","NE1 2PA","","https://www.ouseburnfarm.org.uk/","https://www.facebook.com/ouseburnfarm","https://twitter.com/ouseburnfarm","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A not-for-profit charity based right in the heart of Newcastle upon Tyne.  Come visit​ our award-winning, environmentally friendly building, and spend time with our pigs, sheep, goats, chickens, rabbits, guinea pigs, lizards, tortoises, meadows, ponds and woodlands. As well as being a visitor attraction, we also offer training for vulnerable adults, volunteering opportunities for local people and a range of activities for families and schoolchildren​. Our nearby workshop provides some of these training opportunities and our pre-loved warehouse diverts unwanted furniture from landfill, in keeping with our sustainable ethos."
"69","Yes","Pedalling Hope, Nunsmoor Bike Garden","NE4 9EA","","https://www.cyclinguk.org/group/pedalling-hope-community-cycle-club","https://www.facebook.com/pedallinghope/","","Health, Social Care & Wellbeing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Women’s cycling for wellbeing. Free learn to cycle sessions. Come along to this drop-in session running from 11am to 1pm, to find out about this new exciting project being run in the West End over the next six months. Sessions will be held regularly at the Bike Garden. The Bike Garden is a vibrant community space developed on the site of a previous bowling green in Nuns Moor Park, which now serves the community as a place to join in on regular food growing activities, place to hire for private and public events, that may be regular or one-offs, and much more. The Bike Garden offers access to a pavilion building, with access to hot water, indoor seating and toilet facilities. In addition, the open garden space is great to use for larger events with privacy from the rest of the park. "
"70","No","Permaculture mailing list","","","https://lists.ibiblio.org/mailman/listinfo/permaculture","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","The permaculturelist website accompanies the Permaculture Mailing List at ibiblio, http://lists.ibiblio.org/mailman/listinfo/permaculture, and offers a small library of supplemental reading on Permaculture for its subscribers and the public-at-large."
"107","Yes","Permaculture Network","WC1N 3XX","","https://www.permaculture.org.uk","https://www.facebook.com/PermacultureAssociation","https://twitter.com/permaculture_UK","Nature, Conservation & Environment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","We support our members and others in the permaculture network to design thriving communities across Britain by applying permaculture ethics and principles, and to contribute to permaculture worldwide.Whether you are involved in gardening, farming, planning, building homes, economic regeneration, or business, using permaculture design empowers you to make the right choices for a sustainable future. By putting ethics first and using natural systems as a model, there are simple and innovative ways to live fairly and sustainably now and in the future."
"189","No","Pickle Palace","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
